tag;nome;referencia;preco;fornecedor;marca;aplicacao
1674;ESMERILHADEIRA BOSCH GWS220-180 22;GWS220-180;1115.60;;;
2043;ESPIGÃO 1/4 X 10MM FEMEA;1/4X10MMF;2.50;;;
2040;ESPIGÃO 1/4 X ROSCA 16MM;1/4X16MM;2.50;;;
1115;ESPUDE PARA LIGAÇÃO CAIXA AO VASO;BSS;6.50;;;
3221;ESQUADRO 300 MM;43171012;95.00;;;
1591;EST AUTOMATICO DE PARTIDA;ZM531;169.22;;;MOTOR ESTACIONARIO MWM
1219;EST BOMBA DE ÁGUA ASPIRADO D229 4C;922987310016;335.00;;;MOTOR ESTACIONARIO MWM
1372;EST CORREIA 13AV1190;903460211190;55.00;;;MOTOR ESTACIONARIO MWM
1371;EST CORREIA 13AV1250;903460211250;55.00;;;MOTOR ESTACIONARIO MWM
470;EST FILTRO DE AR MWM 4/3 CIL;905412970059;47.50;;;MOTOR ESTACIONARIO MWM
435;EST FILTRO DE COMBUSTIVEL ELEMENTO - MWM;905411420009 / KX43;16.34;;;MOTOR ESTACIONARIO MWM
106;EST FILTRO LUBRIFICANTE 3 E 4 CIL - MWM;905411880012;168.00;;;MOTOR ESTACIONARIO MWM
944;EST JOGO DE ESCOVAS (2UND);F000.611.091;33.20;;;MOTOR ESTACIONARIO MWM
1590;EST MOTOR DE PARTIDA 12 V;ZEN 31030;902.45;;;MOTOR ESTACIONARIO MWM
902;EST RETENTOR VIRABREQUIM VOLANTE /GMWM 4CLI;922988560044;70.00;;;MOTOR ESTACIONARIO MWM
1242;EST TUBO CANO INJETOR 4° CILINDRO;632509060425;143.63;;;MOTOR ESTACIONARIO MWM
2208;ESTANHO EM FIO 500G FIO 1,0MM;500G FIO 1,0MM;164.00;;;
1175;ESTILETE 18MM;;2.55;;;
1558;ETIQUETA 100X110 PAPEL POLIETILENO;100X110;230.45;;;
3059;EXTENSÃO VALVULA DE CAMINHÃO;R-R7382I;15.00;;;
1448;EXTINTOR ABC 4KG;;300.00;;;
4208;F-400 JUNTA DO CABEÇOTE F-4000 F-350 2013>;60.280-ML;298.00;;;FORD F-4000
4220;F-4000 ACIONADOR AUTOMATICO DO FREIO (T) F400,200,4000;BE1Y2K178A / MG-2076;102.59;;;FORD F-4000
4223;F-4000 ALAVANCA DE ACIONAMENTO DO FREIO LE;2A638A;46.51;;;FORD F-4000
4222;F-4000 ALAVANCA DO ACIONAMENTO DO FREIO DE MÃO LD;2P0798251;46.51;;;FORD F-4000
4218;F-4000 BURRINHO DE FREIO TRAS. LD/LE F4000;CC3340/CC3339;206.16;;;FORD F-4000
4367;F-4000 CILINDRO MESTRE ESCRAVO AUXILIAR DE EMBREAGEM COMPLETO FORD;5200018;695.00;;;FORD F-4000
4372;F-4000 ESPELHO RETROVISOR LD F4000;M026B;82.00;;;FORD F-4000
4224;F-4000 HASTE DE ACIONAMENTO DA SAPATA DE FREIO;BD2Y2108A;59.69;;;FORD F-4000
4219;F-4000 JOGO DE MOLA DO FREIO 70MM;2P0698283-A / MG-2033;45.68;;;FORD F-4000
4215;F-4000 KIT 6 PEÇAS COXIM DA CABINE F4000;R232A;2079.00;;;FORD F-4000
4213;F-4000 LONA DE FREIO 1X F4000;TH 93X;106.04;;;FORD F-4000
4212;F-4000 PASTILHA DE FREIO DIANTEIRA F4000;RCPT04290;146.95;;;FORD F-4000
4311;F-4000 POLIA DA HELICE F4000 2012...;3914460;600.00;;;FORD F-4000
4305;"F-4000 PORCA DO EIXO TRASEIRO F4000 2""X16FPPX8MM";02989067;36.31;;;FORD F-4000
4214;F-4000 PURIFICADOR DE AR SEM ELEMENTO F4000;EC359600AC;974.00;;;FORD F-4000
4209;F-4000 RESERVATORIO DE AGUA RADIADOR F4000;6C36 8A080 AC;283.00;;;FORD F-4000
4312;F-4000 ROLAMENTO DA HELICE F4000 MOTOR CUMMINS;BD35-12AT12DDUS8;350.00;;;FORD F-4000
4307;F-4000 ROLAMENTO RODA TRASEIRA EXTERNA F4000;32011X;65.50;;;FORD F-4000
4308;F-4000 ROLAMENTO RODA TRASEIRO EXTERNO MAIOR F4000;TIMKEN 39590-39520;194.18;;;FORD F-4000
4221;"F-4000 SAPATA DE FREIO TRASEIRA 13""X3 1/2"" F4000";"13"" 3 1/2""";107.00;;;FORD F-4000
4306;F-4000 TRAVA ARANHA DO CUBO TRASEIRO 54MM X 2MM F4000;54MM X 2MM;4.00;;;FORD F-4000
4276;F4000 CILINDRO DE RODA TRASEIRO ESQUERDO;C-3339;202.00;;;FORD F-4000
4275;F4000 REGULADOR DO FREIO MANUAL LD;2A046A / MG-2051;88.00;;;FORD F-4000
116;"FACÃO CABO DE MADEIRA 18""";FAC;65.00;;;
141;FAROL DE LED QUADRADO FINO 9 LEDS;0GTL-0103BR;41.84;;;
755;FAROL PRINCIPAL LADO DIREITO/ESQUE;F38V;192.00;;;
2770;FAROL QUADRADO SEM MEIA LUZ H1;1009533;135.00;;;
1369;FERROLHO REDONDO;FERROLHO;10.85;;;
1996;FILME PVC 0,28X15M;FILME PVC 1 X 20 0,28X15M;3.29;;;
4074;FILTRO ACUMULADOR DE FREIO 1L 210 BAR;17258321;1100.00;;;
4058;FILTRO AR CONDICIONADO CARREGADEIRA L90;P500194;0.00;;;VOLVO L90
4059;FILTRO AR CONDICIONADO VOLVO;P500195 / 11703980;0.00;;;
4057;FILTRO AR EXTERNO 61-2499;6I-2499;0.00;;;
4064;FILTRO COMBUSTÍVEL MOTOR;P557440;0.00;;;
4066;FILTRO COMBUSTÍVEL WK950/13;WK950/13;0.00;;;
4197;FILTRO COMBUSTÍVEL WK950/21;WK950/21;108.00;;;
4061;FILTRO DA TRANSMISSAO VOLVO L90F /L60F /L110F;11448509;229.00;;;VOLVO L90F
4055;FILTRO DE AR 14/18;C 20325/2;0.00;;;
4011;FILTRO DE AR BG 86 MS 661;42411404404;48.00;;;STIHL MS 661
4056;FILTRO DE AR INTERNO SECUNDARIO;6I25000 000;0.00;;;
427;FILTRO DE COMBUSTÍVEL;WK962/7;100.00;;;
425;FILTRO DE COMBUSTÍVEL DIESEL ELEMENTO S-10 CHEVROLET;WF10226;48.00;;;
4085;FILTRO DE COMBUSTÍVEL, CARTUCHO SEPARADOR DE ÁGUA;P551430;0.00;;;
4194;FILTRO DE ÓLEO DO MOTOR W1323;W1323;102.00;;;
4089;FILTRO DE ÓLEO HIDRAULICO F1000 E10H02;E10H02;68.50;;;
438;FILTRO DE OLEO HIDRAULICO HX15 CAI;HX15;20.00;;;
1500;FILTRO DE ÓLEO LUBRIFICANTE;OC236;60.00;;;
4106;FILTRO DE ÓLEO LUBRIFICANTE DONALDSON;P554004;160.00;;;
4086;FILTRO DE ÓLEO W7143;W 7143;40.06;;;
4200;FILTRO DO COMBUSTÍVEL WK954/2X;WK954/2;91.80;;;
4080;FILTRO HIDRÁULICO 1R0735 5230 525 527 P/ TRATOR;P550523;0.00;;;
2969;FILTRO LUBRIFICANTE;P550428;56.00;;;
1094;FILTRO LUBRIFICANTE F-4000;OC 60;56.00;;;FORD F-4000
4073;FILTRO PARA ÓLEO COMBUSTÍVEL 1/2 L;BFU 707;0.00;;;
1184;FILTRO REGULADOR DE AR COMPRESSOR;8975707032;100.00;;;
403;FILTRO SECADOR P/ VOLVO L45F A L350F, A25D A A60H, BL60B;DS200130;350.00;;;
400;FILTRO SECADOR UNIVERSAL O'RING 5/8 X 3/8;RC.150.128;105.00;;;
1375;FILTRO SEPARDOR DE ÁGUA;WK 1156;139.00;;;
2300;FIO ELETRICO 2,5MM BRANCO;2,5MM;2.14;;;
778;FIO ELETRICO 4MM;2714;2.77;;;
2301;FIO ELETRICO 6MM VERMELHO;6MM;5.77;;;
1222;FIO PARALELO 1X1,5MM;CABO FIO;1.31;;;
1203;FITA ADESIVA TRANSPARENTE DUREX;FITA ADESIVA;14.50;;;
2109;FITA CREPE 18X40MTS;;6.50;;;
1204;FITA DEMARCAÇÃO70X150;FITA DEMARCA;24.99;;;
1225;FITA ISOLANTE 18MM X 10M;FITA;5.00;;;
2089;FITA ISOLANTE ALTA FUSÃO 19MM X 10MT;7150002;47.00;;;
2088;FITA ISOLANTE TECIDO 19MM X 10MT;9850020010;23.50;;;
2309;FIXA FIO 10/12;10/12;5.55;;;
2788;FLANGE PARA CAIXA DAGUA 40X 1.1/4;40X 1.1/4;30.00;;;
99;FLUIDO DE FREIO DOT 4 500ML;DOT 4;18.25;;;
1286;FOGÃO 4 BOCAS;FOGÃO;599.00;;;
1167;FOGAO 5 BOCAS;;3700.00;;;
3273;FOLHA DE ACRILICO CRISTAL 10,00 X 2050 X 3050 MM C/ UV 2 LADO;10,00 X 2050 X 3050;1091.00;;;
2442;FORD ACIONADOR REPARO DO FREIO;MG2076 / MG2075;97.00;;;FORD F-4000
2446;FORD ALAVANCA DO FREIO;MG2108 / MG2107;44.00;;;FORD F-4000
2439;FORD ALTERNADOR 12V 80A;FORD;2771.08;;;FORD F-4000
3074;FORD AMORTECEDOR CAPO DIANTEIRO F4000;XC35-16C826-AA;95.00;;;FORD F-4000
2421;FORD AMORTECEDOR DIANTEIRO;MON-27283;264.04;;;FORD F-4000
2437;FORD AMORTECEDOR DO CAPU MOTOR;XC35-16C826-AA;320.00;;;FORD F-4000
2420;FORD AMORTECEDOR TRASEIRO;MON-54519;282.07;;;FORD F-4000
2436;FORD AUTOMATICO DO MOTOR DE PARTIDA;ZEN-76972;365.33;;;FORD F-4000
2417;FORD BIELETA DA BARRA ESTABILIZADORA DIREITA;TRW;174.94;;;FORD F-4000
2418;FORD BIELETA DA BARRA ESTABILIZADORA ESQUERDA;TRW;174.94;;;FORD F-4000
2426;FORD BUCHA DA MOLA TRASEIRA FURO 20MM P/ DIANT;IAB-3144;38.77;;;FORD F-4000
2427;FORD BUCHA DA MOLA TRASEIRA P/ TRAS;IAB-3113;37.02;;;FORD F-4000
2428;FORD BUCHA DA MOLA TRASEIRA/JUMELO;IAB-3291;43.40;;;FORD F-4000
2429;FORD BUCHA DO FEIXE DE MOLA DIANTEIRO P/ DIANT;AXI-011.0875;55.46;;;FORD F-4000
3072;FORD BUCHA MOLA TRASEIRA DA SUSPENSÃO;IABV3113;50.00;;;FORD F-4000
3070;FORD BUCHA MOLA TRASEIRA P/ DIANTEIRA F4000;IABV3112;50.00;;;FORD F-4000
3071;FORD BUCHA MOLA TRASEIRA P/ DIANTEIRA F4000;IABV3144;50.00;;;FORD F-4000
2808;FORD CARTER DO MOTOR F4000;5302123;650.00;;;FORD F-4000
2425;FORD CILINDRO DE FREIO TRASEIRO;F-4000;190.53;;;FORD F-4000
2438;FORD CORREIA DO ALTERNADOR;8PK-1545;130.99;;;FORD F-4000
2803;FORD COXIM DO COMBIO F4000;R-541;269.00;;;FORD F-4000
1296;FORD CRUZETA CARDAN - F-4000;R10000;89.00;;;FORD F-4000
2422;FORD CRUZETA DO CARDAN;5263X;85.80;;;FORD F-4000
1621;FORD CUBO RODA DIANT C/ROLAMENTO - F4000;AL-59;939.00;;;FORD F-4000
1405;FORD DISCO DE FREIO DIANTEIRO F-4000;BD4078;830.00;;;FORD F-4000
3066;FORD FAROL DA F4000 L/E;FD25L;250.00;;;FORD F-4000
2435;FORD FAROL H4 C/ PISCA CRISTAL;FD-182-LD;580.66;;;FORD F-4000
2434;FORD FAROL H4 ESQ C/PISCA CRISTAL;FD182-LE;580.66;;;FORD F-4000
3137;FORD FECHADURA DO CAPO F-4000;5C3A16700;580.00;;;FORD F-4000
2414;FORD FILTRO COMBUSTIVEL C/ SANGRADOR;KC0018;39.60;;;FORD F-4000
2430;FORD FILTRO COMBUSTIVEL SEPARADOR;WK940/24;86.56;;;FORD F-4000
52;FORD FILTRO DE AR F4000;C 17 308;150.00;;;FORD F-4000
441;FORD FILTRO DE COMBUSTÍVEL BLINDADO TECFIL F-4000;PSC496;48.00;;;FORD F-4000
2791;FORD FILTRO DE COMBUSTIVEL F4000;WK842;65.00;;;FORD F-4000
440;FORD FILTRO DE COMBUSTIVEL TECFIL F-4000;PEC3084;120.00;;;FORD F-4000
2492;FORD FILTRO DE ÓLEO LUBRIFICANTE - F-4000;OC 333;28.70;;;FORD F-4000
434;FORD FILTRO DE OLEO LUBRIFICANTE F4000;W940/18;35.00;;;FORD F-4000
2413;FORD FILTRO LUBRIFICANTE;OC0060;39.66;;;FORD F-4000
3068;FORD FILTRO SEPARADOR COMB F4000;WK940/24;120.00;;;FORD F-4000
2931;FORD GRADE CHURRASQUEIRA F4000;87082100;655.00;;;FORD F-4000
2445;FORD HASTE DE ACIONAMENTO DO FREIO MÃO;MG-2131;56.42;;;FORD F-4000
2447;FORD IGNIÇÃO F4000;4C341522050;155.38;;;FORD F-4000
2443;FORD JOGO DE MOLAS DO FREIO;MG-2035 / BC7A2A094B;43.11;;;FORD F-4000
2623;FORD JOGO DE MOLAS DO FREIO;BF2Y2KO35A;48.80;;;FORD F-4000
2432;FORD KIT COXIM CABINE/CARROCERIA;R-232;321.48;;;FORD F-4000
3073;FORD KIT COXIM DO RADIADOR F4000';R-232;350.00;;;FORD F-4000
2440;FORD LANTERNA TRASEIRA TRICOLOR C/ VIGIA;PRA-PL0440;62.57;;;FORD F-4000
2795;FORD LONA DE FREIO L-577;L-577;27.00;;;FORD F-4000
2622;FORD LONA DE FREIO TRASEIRA - F-4000;;168.00;;;FORD F-4000
2423;FORD LUVA DO CARDAN ESTRIADA;CZ254 / 331601 KXS;374.00;;;FORD F-4000
2793;FORD MANCAL CUBO DIANTEIRO F4000;C11F663P;385.00;;;FORD F-4000
2968;FORD MANGUEIRA DO INTERCOLLER F4000;41700022;75.00;;;FORD F-4000
3138;FORD MANIVELA DE LEVANTAR O VIDRO;F37Z-1023342-A 1X;70.00;;;FORD F-4000
2433;FORD MAQUINA DO VIDRO ESQUERDA MANUAL;ZIN-5226;394.76;;;FORD F-4000
4116;"FORD PALHETA PARABRISAS 550MM/22"" F4000";BOSCH AF22;39.51;;;FORD F-4000
2415;FORD PASTILHA DE FREIO DIANTEIRA F4000;N146;25.00;;;FORD F-4000
3024;FORD PINO GUIA PINÇA DE FREIO F4000;MG2019;30.00;;;FORD F-4000
2794;FORD PINO PARA CILINDRO DE FREIO F4000;MG-2082;8.50;;;FORD F-4000
2424;FORD PONTEIRA DO CARDAN ESTRIDA;PT1018;432.50;;;FORD F-4000
2412;FORD PURIFICADOR DE AR;6C359600;740.66;;;FORD F-4000
2444;FORD REGULADOR DE FREIO TRASEIRO;MG-2054 / MG-2051;85.07;;;FORD F-4000
2419;FORD RETENTOR DIFERENCIAL/PINHÃO;ARR-05972;22.89;;;FORD F-4000
2603;FORD RETENTOR DO CUBO DE RODA TRASEIRO F-4000;01923 BG 82,5 X 114,3 X 12,7MM;83.00;;;FORD F-4000
2604;FORD RETENTOR DO PINHÃO F-4000;5972;198.00;;;FORD F-4000
1300;FORD RETENTOR PINHÃO DIFERENCIAL TRASEIRO F4000;5972 BAGGEP;45.00;;;FORD F-4000
2805;FORD ROLAMENTE DE CENTRO F4000 - 13.190;801177;305.00;;;FORD F-4000
1302;FORD ROLAMENTO DE CENTRO 40MM - F-4000;R-1041;272.42;;;FORD F-4000
2605;FORD ROLAMENTO DO DIFERENCIAL LAD CAIXA SATELITE F-4000;KM802048.M802011;164.08;;;FORD F-4000
2607;FORD ROLAMENTO DO DIFERENCIAL/PINHÃO F-4000;802608;268.00;;;FORD F-4000
2606;FORD ROLAMENTO DO DIFERENCIAL/PINHÃO MAIOR F-4000;802704;143.00;;;FORD F-4000
2621;FORD SAPATA DE FREIO TRASEIRA - F-4000;;98.00;;;FORD F-4000
2431;FORD TAMBOR DE FREIO TRASEIRO F4000;RPTA02810009;915.70;;;FORD F-4000
2416;FORD TAMPA DO TANQUE ROSCA COM VALVULA;TC1014;69.04;;;FORD F-4000
2441;FORD TENSOR DA CORREIA DO ALTERNADOR;ZEN-13162;434.34;;;FORD F-4000
1166;FREEZER DUAS PORTAS DE 513L;H550;3899.00;;;
2376;FURADEIRA BOSCH GBM600RE 5/8 850W 220V;06011B00E0;1368.00;;;
2081;FUSIVEL DE LAMINA 05A - MINI;DNI317005;0.47;;;
680;FUSIVEL DE LAMINA 10 AMPERES MEDIO;DNI316010;0.47;;;
2082;FUSIVEL DE LAMINA 10A - MINI;DNI317010;0.47;;;
681;FUSIVEL DE LAMINA 15 AMPERES MEDIO;DNI316015;0.47;;;
2080;FUSIVEL DE LAMINA 15A - MINI;DNI317015;0.47;;;
682;FUSIVEL DE LAMINA 20 AMPERES MEDIO;DNI316020;0.47;;;
2084;FUSIVEL DE LAMINA 20A - MINI;DNI317020;0.47;;;
683;FUSIVEL DE LAMINA 25 AMPERES TRANS;25AMP;0.47;;;
2086;FUSIVEL DE LAMINA 25A - MINI;DNI317025;0.47;;;
684;FUSIVEL DE LAMINA 30 AMPERES MEDIO;DNI316030;0.47;;;
2085;FUSIVEL DE LAMINA 30A - MINI;DNI317030;0.47;;;
1787;FUSIVEL DE LAMINA 40 AMPERES;40AMP;0.91;;;
2815;FUSIVEL DE LAMINA 40 AMPERES GRANDE;AMS18040;15.00;;;
679;FUSIVEL DE LAMINA 5 E 7 MEDIO;DNI316005;0.64;;;
2817;FUSIVEL DE LAMINA 60 AMPERES GRANDE;H-3060;14.00;;;
2816;FUSIVEL DE LAMINA 70 AMPERES GRANDE;H-3070;18.00;;;
2825;FUSIVEL MEGA 125A;H-80125;29.00;;;
1096;GALÃO BIDÃO GASOLINA E ÓLEO;2EM1;190.00;;;
4331;GARFO ALUM. BATIDO 44CM;102777;23.99;;;
1501;GARRAFA TERMICA 12L;12L;130.00;;;
198;GARRAFA TERMICA 5L;GARRAFA;45.00;;;
237;GÁS ECOMATE REFRIGERANTE DUGOLD ONU1243 1KG;100264906 / ONU1243;80.00;;;
1810;GÁS REFRIGERAÇÃO R134A 13,6KG;R134A;999.00;;;
697;GASOLINA;;5.19;;;
1986;GIROFLEX LED 12/24V;TRL408012;199.00;;;
115;GIZ AZUL (12 UNIDADES);GIZ AZUL;16.50;;;
114;GIZ BRANCO (12 UNIDADES);GIZ BRANCO;16.50;;;
1244;GRAMPEADOR DE MESA 11,5 CM;GRAMPEADOR;18.00;;;
1097;GRAMPEADOR MANUAL PESADO TR150 STA;TR150;163.00;;;
702;"GRAMPO DE MOLA TIPO ""C"" SEMI-REBOQ";;230.00;;;
2887;"GRAMPO DO MOLEJO DE 7/8"" X 92MM X 400MM";GRAM16A;45.00;;;
1098;GRAMPO PARA GRAMPEADOR 3/8 10MM ST;TRA706T;19.45;;;
1245;GRAMPOS GALVANIZADOS 26;93010;7.50;;;
1185;GRAVADOR ELETRICO PARA METAIS;290-01;0.00;;;
15;GRAXA AUTOMOTIVA MARFAK MP2 20KG;41400124;865.00;;;
1344;GRAXEIRO 10MM 45°;45°;5.00;;;
4239;GRAXEIRO 10MM 90º;10MM 90º;2.50;;;
1994;GRAXEIRO 10MM RETO;GRAXEIRO10MM;2.02;;;
1672;GRUPO GERADOR B4T 3500 110/220V PM;B4T 3500;3110.00;;;
2296;HASTE 70MM X 1,5MT;70MM X 1,5MT;4740.00;;;
1800;HASTE CROMADA TEMPERADA 65MM X 1MT AÇO 4140;HASTE;2100.00;;;
1105;HILUX AMORTECEDOR DIANTEIRO 2005;341372;222.40;;;TOYOTA HILUX
2216;HILUX AMORTECEDOR SUSPENSAO DIANTEIRO;HG31144;226.96;;;TOYOTA HILUX
4346;HILUX ALTERNADOR HILUX 2.8 DIESEL 2016....;50024VLP;1656.00;;;TOYOTA HILUX
4041;HILUX AMORTECEDOR SUSPENÇÃO DIANTEIRO;HG41358;296.76;;;TOYOTA HILUX
4034;HILUX AMORTECEDOR TRASEIRO 2020;HG41359;188.82;;;TOYOTA HILUX
4225;HILUX ANEL SEMI EIXO TRASEIRO HILUX PTBULL 2008>;4242371010;38.46;;;TOYOTA HILUX
4233;HILUX ATUADOR DA TURBINA 12V TOYOTA DENSO;89674-71020/235600/0200;1500.00;;;TOYOTA HILUX
2638;HILUX AUTOMATICO MOT.PART - 2023;ZM3978;430.00;;;TOYOTA HILUX
4013;HILUX BICO INJETOR 2013;2367039475;3984.00;;;TOYOTA HILUX
2639;HILUX BICO INJETOR AUXILIAR PÓS-TRATAMENTO (DPF) - 2023;23707-11010;2500.00;;;TOYOTA HILUX
3060;HILUX BICO PARA PNEU SEM CAMARA;TR414;10.00;;;TOYOTA HILUX
3307;HILUX BOMBA DE ESGUICHO DE ÁGUA;853300K011;285.00;;;TOYOTA HILUX
4268;HILUX BUCHA BANDEJA SUPERIOR DIANTEIRA;BR10001102716;59.00;;;TOYOTA HILUX
2798;HILUX BUCHA DA MOLA TRASEIRA;IABV-3136;71.00;;;TOYOTA HILUX
2264;HILUX CARDAN 2023;LNG 41-527;1750.00;;;TOYOTA HILUX
4186;HILUX CILINDRO DE FREIO TRASEIRO D/E HILUX TODAS;26679;218.65;;;TOYOTA HILUX
4228;HILUX CILINDRO DE RODA TRASEIRO;C-3531;170.00;;;TOYOTA HILUX
767;HILUX COIFA HOMOCINETICA LADO CAMBIO - HILUX 2022;50669;46.50;;;TOYOTA HILUX
4198;HILUX COMPRESSOR AR 7PK HILUX 2015 2016 2017 2018;BC4471102430;1348.32;;;TOYOTA HILUX
4019;HILUX COMPRESSOR DO AR CONDICIONADO - HILUX 2023;BC4471102430;1354.39;;;TOYOTA HILUX
4018;HILUX CONDENSADOR - HILUX 2023;BC4477703241RC;1076.61;;;TOYOTA HILUX
2123;HILUX CORREIA 7PK2045;7PK2045;173.16;;;TOYOTA HILUX
608;HILUX CORREIA ALTERNADOR (7PK1515);7PK1515;80.00;;;TOYOTA HILUX
2797;HILUX COXIM DA SUSPENSÃO TRASEIRA;R-8002;32.00;;;TOYOTA HILUX
4249;HILUX COXIM DO CAMBIO HILUX 2.8 2016....;123710L240;321.00;;;TOYOTA HILUX
4248;HILUX COXIM DO MOTOR HILUX 2.8 16V TURBO 2016 A 2021;123610L020D;157.00;;;TOYOTA HILUX
2796;HILUX COXIM SUSPENSÃO TRASEIRA;R-8001;22.00;;;TOYOTA HILUX
1688;HILUX CRUZETA;HCZ121;50.00;;;TOYOTA HILUX
4098;HILUX CRUZETA DO CARDAN DI/TR ANO 2020;3740198001;95.32;;;TOYOTA HILUX
4226;HILUX CUBO DE RODA DIANTEIRO HILUX 2017 A 2023 2.7 2.8;IR18987C;472.27;;;TOYOTA HILUX
2213;HILUX DEFLETOR DO DIFERENCIAL 2023;250545;150.00;;;TOYOTA HILUX
4229;HILUX FECHADURA L. DA TAMPA TRASEIRA;657900K010;408.00;;;TOYOTA HILUX
815;HILUX FILTRO DE AR DO MOTOR - 2023;C330171 / LX4368 / JFA-0282;61.00;;;TOYOTA HILUX
1562;HILUX FILTRO DE AR DO MOTOR - HILUX 2013;C23107/1;74.35;;;TOYOTA HILUX
863;HILUX FILTRO DE COMBUSTIVEL - HILUX 2023;JFC207/3;46.20;;;TOYOTA HILUX
442;HILUX FILTRO DE COMBUSTIVEL MALHE - HILUX 2013;KX 541 D / JC 206;46.00;;;TOYOTA HILUX
814;HILUX FILTRO DE COMBUSTIVEL PRESSURIZADO - HILUX 2023;JFC217;134.49;;;TOYOTA HILUX
816;HILUX FILTRO DE OLEO LUBRIFICANTE;W7283;115.00;;;TOYOTA HILUX
1512;HILUX FILTRO DO AR CONDICIONADO - TODAS HILUX;ACP889 / 1967/C;13.94;;;TOYOTA HILUX
2083;HILUX FILTRO LUBRIFICANTE - HILUX 2023;WO150 / OC 235;13.99;;;TOYOTA HILUX
4369;HILUX GUIA PARACHOQUE (SUPORTE) TOYOTA HILUX 2016 - DIREITO - DIANTEIRO;EK1214;95.00;;;TOYOTA HILUX
4368;HILUX GUIA PARACHOQUE (SUPORTE) TOYOTA HILUX 2016 - ESQUERDO - DIANTEIRO;EK1215;95.00;;;TOYOTA HILUX
3376;HILUX INTERRUPTOR DE LUZ RE 2023;3RH04421;114.90;;;TOYOTA HILUX
2633;HILUX JUNTA HOMOCINÉTICA - 2023;AL-1579;1097.00;;;TOYOTA HILUX
3375;HILUX KIT BUCHA BARRA EST DIANTEIRA 31MM 2023;5193-5;58.98;;;TOYOTA HILUX
766;HILUX KIT COIFA HOMOCINETICA LADO RODA - HILUX 2022;50668;44.50;;;TOYOTA HILUX
2814;HILUX LAMPADA H11 12 55W;H11;55.00;;;TOYOTA HILUX
2616;HILUX LANTERNA TRASEIRA C/LED LD - HILUX 2023;;560.00;;;TOYOTA HILUX
2617;HILUX LANTERNA TRASEIRA C/LED LE - HILUX 2023;;560.00;;;TOYOTA HILUX
4315;HILUX LANTERNA TRASEIRA LE PICK-UP C/LED HILUX 21/25;0131165;0.00;;;TOYOTA HILUX
2792;HILUX MANCAL CUBO DIANTEIRO HILUX;HFCD512B;256.00;;;TOYOTA HILUX
4300;HILUX MOLA ASPIRAL SUSPENSÃO DIANTEIRA;AL5505;644.00;;;TOYOTA HILUX
1106;HILUX MOLA SAPATA FREIO TRASEIRO;BAC40383JG / MG2118;23.36;;;TOYOTA HILUX
2223;HILUX MOTOR BOMBA LIMPADOR PARAB;DS31024;189.00;;;TOYOTA HILUX
4118;HILUX MOTOR DE PARTIDA RF78-M 12V HILUX 2015 ATÉ 2023;0001125642;1397.00;;;TOYOTA HILUX
1231;HILUX ÓLEO 5W30 SINTETICO DIESEL - MOTOR;ÓLEO;45.00;;;TOYOTA HILUX
216;HILUX ÓLEO DO DIFERENCIAL GL-5 75W90;75W90;64.14;;;TOYOTA HILUX
2613;"HILUX PALHETA LIMPADOR DE PARABRISA 16"" 2023";400 MM/16;27.00;;;TOYOTA HILUX
2614;"HILUX PALHETA LIMPADOR DE PARABRISA 22"" 2023";550 MM//22;27.00;;;TOYOTA HILUX
2942;HILUX PARALAMA 12/15 ESQ;500021;120.00;;;TOYOTA HILUX
2943;HILUX PARALAMA 2016 LD;KXB135R;120.00;;;TOYOTA HILUX
2940;HILUX PARALAMA DIR. 12/15;500022;139.00;;;TOYOTA HILUX
2941;HILUX PARALAMA LD 2020;7986;130.00;;;TOYOTA HILUX
878;HILUX PASTILHA DE FREIO ANO 2005 A 2023;RCPT09460;93.31;;;TOYOTA HILUX
3378;HILUX PINÇA DE FREIO DIANTEIRO LD/LE ARO 16/17 2023;MG3091/MG3092;123.65;;;TOYOTA HILUX
3025;HILUX PINO GUIA PINÇA DE FREIO;MK 27060;42.00;;;TOYOTA HILUX
2215;HILUX PIVO SUSPENÇÃO INFERIOR 2013.;503169;186.10;;;TOYOTA HILUX
2214;HILUX PIVO SUSPENÇÃO SUPERIOR 2013 / 2023;503168;175.98;;;TOYOTA HILUX
4314;HILUX POLIA DO TENSOR DA CORREIA DO ALTERNADOR HILUX 2.8 2016 A 2025;RT6436;266.00;;;TOYOTA HILUX
1497;HILUX POLIA RODA LIVRE ALTERNADOR;VKM 05509;135.00;;;TOYOTA HILUX
3069;HILUX PORTA ESCOVA 12V;1.223/4;120.00;;;TOYOTA HILUX
2380;HILUX REGULADOR DE FREIO LD/LE;MG2120 / MG2119;81.51;;;TOYOTA HILUX
2653;HILUX REGULADOR DE VOLTAGEM 14V;0272.220.890;161.00;;;TOYOTA HILUX
1498;HILUX RETENTOR CUBO DA RODA TRASEIRO EXTERNO 2023;7076 ARCA;21.32;;;TOYOTA HILUX
405;HILUX RETENTOR DE RODA INTERNO TRASEIRO 2023;7075 BA;11.84;;;TOYOTA HILUX
2901;HILUX RETENTOR DE RODA TRASEIRO EXTERNO;6960 ARCA;89.00;;;TOYOTA HILUX
93;HILUX RETENTOR DE RODA TRASEIRO HILUX 2013;6555 ARCA;101.46;;;TOYOTA HILUX
